url,title,price,is_free,downloads,rating,rating_count,categories,features,creator,creator_template_count,category_rank,last_updated,preview_image_count
https://app.notion.com/marketplace/templates/all-the-write-stuff,All the Write Stuff: Worldbuilding & Books System,$129.00,False,1.1K+,4.9,35 ratings,"Creators, Books, Notes & Knowledge, Work, Freelance, Life, Entertainment, Personal Productivity","Charts, Forms, Layouts, Formulas",My Novel Tools,4 templates,,Last updated 7 weeks ago,14
https://app.notion.com/marketplace/templates/client-list-crm,Client List (CRM),Free,True,24K+,4.9,500+ ratings,"CRM, Networking, Sales, Work, School, Career Building, Life",Layouts,EdriansNotes,27 templates,#1 in CRM,Last updated 6 weeks ago,2
https://app.notion.com/marketplace/templates/my-school-dashboard-aashna-sanghani,My School Dashboard,$0.99,False,40K+,4.8,900+ ratings,"School, Life, Learning, Hobbies",,Aashna Sanghani,3 templates,#21 in Learning,Last updated 25 weeks ago,8
https://app.notion.com/marketplace/templates/your-ultimate-library,My Library — Book Tracker,Free,True,27K+,4.9,700+ ratings,"Books, Writing, Personal Planner, Life, Entertainment, Hobbies, Personal Productivity","Charts, Formulas",siddh,4 templates,#1 in Hobbies,Last updated 25 weeks ago,2
https://app.notion.com/marketplace/templates/tekacrm,"CRM | Clients, Contacts, Deals, and Growth.",$10.00,False,322,4.8,6 ratings,"CRM, Personal CRM, Sales, Work, School, Career Building, Networking, Life","Charts, Layouts, Formulas",Teka,22 templates,,Last updated 17 weeks ago,2
https://app.notion.com/marketplace/templates/stardew-valley-perfection-tracker,stardew valley perfection tracker,Free,True,9.1K+,4.9,200+ ratings,"Video Games, Personal Productivity, Life, Entertainment",,Stella Jo,4 templates,#22 in Entertainment,,2
https://app.notion.com/marketplace/templates/my-love,Love,Free,True,1K+,4.9,34 ratings,"Journaling, Personal Planner, Dating & Relationships, Life, Personal Productivity",,SocKelle,2 templates,#9 in Dating & Relationships,,2
https://app.notion.com/marketplace/templates/travel-planner-itinerary-budget-checklist,"Travel Planner - Itinerary, Budget, Checklist",$1.50,False,1.6K+,5.0,31 ratings,"Travel, Travel Planner, Life","Charts, Layouts, Formulas",CL,5 templates,,Last updated 35 weeks ago,10
https://app.notion.com/marketplace/templates/puppy-planner-pro,Puppy Planner Pro,$3.00,False,492,5.0,4 ratings,"Pets, Personal Productivity, Personal Planner, Life, Hobbies","Charts, Layouts",Diego,2 templates,,Last updated 24 weeks ago,2
https://app.notion.com/marketplace/templates/my-reading-journal-blue-aesthetic-reading-log,Reading Log for Bookworms: The Quiet Library,$1.99,False,662,5.0,21 ratings,"Books, Hobbies, Student Life, Life, Entertainment, School",Formulas,avery's templates,avery's templates,,,2
https://app.notion.com/marketplace/templates/personalos,Personal OS,$4.90,False,3.5K+,4.8,95 ratings,"Personal Productivity, Personal Goals, Personal Dashboards, Life, Seasonal, New Years","Layouts, Formulas",Roy,5 templates,#1 in Personal Dashboards,Last updated 2 weeks ago,2
https://app.notion.com/marketplace/templates/daily-routine-planner,Daily Routine Planner | Simple Version,$8.00,False,1.8K+,4.9,67 ratings,"Personal Planner, Personal Goals, To-Do Lists, Habit Tracking, Meal Prep, Life, Personal Productivity, Seasonal, New Years, School, Student Life, Food & Nutrition",,Filipa Sofia 🌼 ADHD | Life,33 templates,#30 in To-Do Lists,Last updated 26 weeks ago,2
https://app.notion.com/marketplace/templates/flashcards-pugo,Flashcards,Free,True,14K+,4.8,100+ ratings,"Student Life, Teaching, Learning, School, Life, Hobbies",Formulas,mrpugo,226 templates,#2 in Learning,Last updated 33 weeks ago,6
https://app.notion.com/marketplace/templates/bill-payment,Recurring Payments OS,$7.00,False,6.5K+,4.9,71 ratings,"Personal Finance, Business Finance, Financial Services, Life, Work","Charts, Layouts, Formulas, Workflows & Automations",AMIIC Wealth,51 templates,#1 in Financial Services,Last updated 5 days ago,6
https://app.notion.com/marketplace/templates/company-os-app,Company OS + Wiki,$139.00,False,,5.0,2 ratings,"Operations, Company Intranet, Employee Directory, Work, Enterprise, Wiki, People & Org, HR","Feed, Layouts, Formulas",EdriansNotes,27 templates,,Last updated 24 weeks ago,12
https://app.notion.com/marketplace/templates/ultimate-tbr-book-tracker,Ultimate TBR Book Tracker,$0.99,False,477,4.9,16 ratings,"Books, Personal Productivity, Personal Goals, Life, Entertainment, Seasonal, New Years",Layouts,KB Custom Designs,21 templates,#40 in Books,Last updated 17 weeks ago,8
https://app.notion.com/marketplace/templates/ultimate-resource-library,Bookmark - Ultimate Resource Library,$48.00,False,1.4K+,4.9,46 ratings,"Notes & Knowledge, Knowledge Base, Product Knowledge Base, Marketing, Documentation, Life, Personal Productivity, Wiki, Work, Product, Docs",Formulas,Ecom Reserve,18 templates,,Last updated 26 weeks ago,2
https://app.notion.com/marketplace/templates/s3-content-creation-system,S3 Content Creation System,$19.98,False,219,5.0,5 ratings,"Social Media Planner, Content Calendar, Creators, Work, Marketing, Social Media, Project Management, Roadmaps & Calendars, Design, Freelance",Layouts,Soul Systems Studio,12 templates,,Last updated 24 weeks ago,14
https://app.notion.com/marketplace/templates/personal-crm-nodi,Personal CRM: Contacts and Birthday tracker,Free,True,4.5K+,4.9,89 ratings,"Personal CRM, CRM, Friends & Family, School, Career Building, Networking, Life, Work, Sales",Formulas,Nodi,8 templates,#9 in Friends & Family,Last updated 32 weeks ago,2
https://app.notion.com/marketplace/templates/homework-tracker-arno,Homework Tracker,$4.99,False,17K+,4.7,300+ ratings,"Student Planner, Student Life, Habit Tracking, School, Study Planner, Life, Personal Productivity",,arno,5 templates,,Last updated 43 weeks ago,6
https://app.notion.com/marketplace/templates/pet-training-tracker,Pet Training Tracker,Free,True,992,4.9,19 ratings,"Hobbies, Pets, Personal Goals, Life, Seasonal, New Years, Personal Productivity",,Mikaela Ann,1 template,,,2
https://app.notion.com/marketplace/templates/the-cozy-ceo-desk-for-small-business-owners,The Cozy CEO Desk – for Small Business Owners,$5.00,False,,5.0,3 ratings,"Brand Guidelines, Planning & Goals, Startup, Work, Marketing, Website Building, Design, Wiki, Knowledge Base, Project Management",,Art by Clouie,39 templates,,,12
https://app.notion.com/marketplace/templates/the-2026-life-planner-all-in-one-goal-habit-daily-plann,The 2026 Life Planner — All-in-One Planning System,Free,True,5.5K+,4.9,50 ratings,"Personal Planner, Planning & Goals, New Years, Life, Personal Productivity, Project Management, Seasonal",Formulas,heyismail,312 templates,#31 in Planning & Goals,Last updated 22 weeks ago,2
https://app.notion.com/marketplace/templates/theultimateweddingplanner,"Wedding Planner Budget, Itinerary, Tasks & More",Free,True,17K+,4.9,200+ ratings,"Weddings, Personal Planner, Budgets, Life, Dating & Relationships, Personal Productivity, School, Student Life, Personal Finance","Charts, Layouts, Formulas",Hey Gloria,2 templates,#7 in Budgets,Last updated 46 weeks ago,14
https://app.notion.com/marketplace/templates/travel-planner-pro,Travel Planner,$9.99,False,183,5.0,7 ratings,"Travel, Travel Planner, Travel Wishlists, Life",,The 5am Club,16 templates,,,2
https://app.notion.com/marketplace/templates/that-girl-s-wishlist-pinterest-shopping-list,That Girl's Shopping Wishlist,$5.00,False,186,4.6,7 ratings,"Gifts & Wish List, Life, Seasonal","Layouts, Formulas",Nicole Dziurman | Hyphen,16 templates,,Last updated 29 weeks ago,6
https://app.notion.com/marketplace/templates/quick-book-appointments,Quick Book Appointments,$0.99,False,732,4.7,14 ratings,"CRM, Work, Sales","Forms, Layouts",Alessandro Moretti | OverPress Media,3 templates,#28 in CRM,Last updated 43 weeks ago,6
https://app.notion.com/marketplace/templates/monthly-budget-tracker-2026,Monthly Budget Tracker 2026,Free,True,12K+,4.7,85 ratings,"Budgets, Expense Tracker, Business Finance, School, Student Life, Life, Personal Finance, Work","Charts, Formulas",ImeneM,22 templates,#5 in Expense Tracker,Last updated 13 weeks ago,6
https://app.notion.com/marketplace/templates/fantasy-novel-dashboard-enchanted-amethyst-edition,Fantasy Novel - Enchanted Amethyst Edition,$2.00,False,186,5.0,7 ratings,"Hobbies, Project Plans, Books, Life, Docs, Entertainment",Layouts,KB Custom Designs,21 templates,#50 in Project Plans,Last updated 18 weeks ago,14
https://app.notion.com/marketplace/templates/designer-os-dashboard,Designer OS Dashboard,$9.00,False,173,5.0,5 ratings,"Freelance, Design Brief, Design, Work, Product, Docs, Proposals & Pitches",,NotiNova,23 templates,,Last updated 19 weeks ago,2
https://app.notion.com/marketplace/templates/blog-studio-website-for-bloggers,Blog Studio: Website for Bloggers,Free,True,458,4.8,19 ratings,"Blogging, Website Building, Personal Website, Work, Life, Hobbies, School, Career Building, Personal Productivity",Layouts,DAY,19 templates,,Last updated 46 weeks ago,2
https://app.notion.com/marketplace/templates/blossum-s-free-ultimate-vtuber-content-creator-planner,blossum's ULTIMATE vtuber/content creator planner,Free,True,1.1K+,5.0,53 ratings,"Social Media, Social Media Planner, Personal Website, Work, Marketing, Project Management, Roadmaps & Calendars, School, Career Building, Life, Website Building, Personal Productivity",,blossum,1 template,#32 in Social Media Planner,,2
https://app.notion.com/marketplace/templates/out-of-a-slump,Out Of A Slump,$5.99,False,830,4.9,25 ratings,"Journaling, Health & Fitness, Personal Planner, Life, Personal Productivity",Formulas,IdeaLa,25 templates,,Last updated 35 weeks ago,16
https://app.notion.com/marketplace/templates/the-dungeon-master-zone,The dungeon master zone,Free,True,1.7K+,5.0,65 ratings,"Hobbies, Video Games, Personal Planner, Life, Entertainment, Personal Productivity",,Stella Jo,4 templates,#18 in Video Games,,2
https://app.notion.com/marketplace/templates/personal-resume-pro,Personal Resume,$1.00,False,276,4.9,8 ratings,"Portfolio, Design Portfolio, Resume, Work, Website Building, School, Career Building, Personal Website, Life, Personal Productivity, Job Search, Design",,The 5am Club,16 templates,,,2
https://app.notion.com/marketplace/templates/second-brain-os-775,Second Brain OS,Free,True,3.8K+,4.8,59 ratings,"Work Dashboards, Learning, Personal Productivity, Work, Life, Hobbies",,Yahye ataa,2 templates,#1 in Work Dashboards,Last updated 10 weeks ago,14
https://app.notion.com/marketplace/templates/aesthetic-pink-study-dashboard-planner,aesthetic pink study dashboard / planner,$1.99,False,1.7K+,4.9,59 ratings,"Planning & Goals, Study Planner, Student Planner, Project Management, School",,wiktoria,1 template,,Last updated 39 weeks ago,2
https://app.notion.com/marketplace/templates/budget-cost-tracker,Ultimate Budget & Cost Tracker,$5.99,False,922,4.8,10 ratings,"Budgets, Personal Finance, Business Finance, School, Student Life, Life, Work","Charts, Formulas",Thomas Cerulis,42 templates,,Last updated 5 weeks ago,8
https://app.notion.com/marketplace/templates/personal-finance-trackers,Personal Finance Tracker,$29.00,False,464,4.9,18 ratings,"Personal Finance, Budgets, Life, School, Student Life",Formulas,Linda,33 templates,,Last updated 6 weeks ago,14
https://app.notion.com/marketplace/templates/ultimate-brain,Ultimate Brain,$129.00,False,1K+,4.9,54 ratings,"Journaling, Notes & Knowledge, Life, Personal Productivity","Layouts, Formulas, Workflows & Automations",Thomas Frank,10 templates,#11 in Notes & Knowledge,Last updated 15 weeks ago,12
https://app.notion.com/marketplace/templates/fantasy-worldbuilding-story-planner,Fantasy Worldbuilding & Novel Planning,$49.99,False,113,5.0,8 ratings,"Books, Notes & Knowledge, Writing, Life, Entertainment, Personal Productivity, Hobbies","Layouts, Formulas",Rita from Quill&Steel,9 templates,,Last updated 31 weeks ago,16
https://app.notion.com/marketplace/templates/social-media-content-strategy-planner,Social Media Planner for Content Creators,$15.00,False,1K+,4.9,37 ratings,"Social Media Planner, Social Media, Content Calendar, Work, Marketing, Project Management, Roadmaps & Calendars, Design",Formulas,Knowledge Unicorn,6 templates,#19 in Content Calendar,Last updated 32 weeks ago,12
https://app.notion.com/marketplace/templates/self-study-manager,Self Study Manager,$15.00,False,68,5.0,3 ratings,"Student Life, Study Planner, Learning, School, Life, Hobbies","Layouts, Formulas",Eri | Systems for Creators & Consultants,28 templates,,Last updated 3 weeks ago,12
https://app.notion.com/marketplace/templates/finance-tracker-budget-dashboard,Finance Tracker – Budget & Expense Dashboard,$0.99,False,665,5.0,10 ratings,"Personal Finance, Planning & Goals, Personal Goals, Life, Project Management, Seasonal, New Years, Personal Productivity","Charts, Formulas, Workflows & Automations",Kevin Van de Voorde,2 templates,,Last updated 46 weeks ago,6
https://app.notion.com/marketplace/templates/aws-story-bible,Story Bible & Worldbuilding Lexicon,$9.99,False,339,4.8,11 ratings,"Creators, Books, Notes & Knowledge, Work, Freelance, Life, Entertainment, Personal Productivity","Forms, Layouts",My Novel Tools,4 templates,#36 in Creators,Last updated 7 weeks ago,12
https://app.notion.com/marketplace/templates/college-student-dashboard-781,College Student Dashboard,$2.00,False,2.2K+,4.8,65 ratings,"Student Dashboards, Habit Tracking, Student Planner, School, Student Life, Life, Personal Productivity, Study Planner",Formulas,Grace's Corners,4 templates,#10 in Student Dashboards,Last updated 22 weeks ago,14
https://app.notion.com/marketplace/templates/company-home-gallery,Company Home Gallery,Free,True,5.5K+,4.8,100+ ratings,"Company Planning, Company Intranet, Company Home Page, Work, Enterprise, Operations, Project Management, Planning & Goals, Wiki, HR",,mrpugo,226 templates,#9 in HR,,2
https://app.notion.com/marketplace/templates/habit-tracker-328,Habit Tracker,Free,True,8K+,4.7,100+ ratings,"New Years, Personal Productivity, Habit Tracking, Life, Seasonal, School, Student Life",Formulas,Dash Smith,10 templates,#28 in New Years,Last updated 19 weeks ago,6
https://app.notion.com/marketplace/templates/recreational-essay-writing,Recreational Essay Writing,$15.00,False,286,5.0,7 ratings,"Writing, Journaling, Personal Annual Review, Zettelkasten, Life, Hobbies, Personal Productivity, Seasonal, New Years","Layouts, Formulas",Eri | Systems for Creators & Consultants,28 templates,#21 in Writing,Last updated 2 weeks ago,14
https://app.notion.com/marketplace/templates/my-complete-planner,My Complete Planner - Updated for 2026,$4.00,False,352,5.0,11 ratings,"Planning & Goals, Personal Goals, Student Planner, Project Management, Life, Seasonal, New Years, Personal Productivity, School, Study Planner",Layouts,HWaalls,12 templates,,Last updated 24 weeks ago,2
https://app.notion.com/marketplace/templates/personal-landing-page,Personal Landing Page,$2.98,False,1.2K+,5.0,27 ratings,"Website Building, Personal Website, Work, School, Career Building, Life, Personal Productivity",,Affouet_emma,14 templates,,Last updated 16 weeks ago,2
https://app.notion.com/marketplace/templates/content-writing-dashboard,Content Writing Dashboard,Free,True,3.9K+,4.9,93 ratings,"Content Calendar, Blogging, Writing, Work, Marketing, Design, Project Management, Roadmaps & Calendars, Website Building, Life, Hobbies",Formulas,Matterz Co.,14 templates,#24 in Writing,,6
https://app.notion.com/marketplace/templates/2026-relationships-reputation-manager,2026 Relationships & Reputation Manager,$4.99,False,,5.0,,"Dating & Relationships, Personal CRM, Networking, Life, School, Career Building, Work, Sales, CRM","Layouts, Formulas, Workflows & Automations",Mohamed Baazzi,2 templates,,Last updated 23 weeks ago,2
https://app.notion.com/marketplace/templates/student-portfolio,Student Portfolio,Free,True,12K+,4.9,200+ ratings,"Personal Website, Portfolio, Design Portfolio, School, Career Building, Life, Work, Website Building, Personal Productivity, Job Search, Design",,starringmoon | tech & lifestyle templates ✩⋆⁺₊,starringmoon | tech & lifestyle templates ✩⋆⁺₊,#7 in Personal Website,,2
https://app.notion.com/marketplace/templates/life-rpg-884,LIFE RPG,Free,True,4.8K+,4.8,52 ratings,"Personal Productivity, Video Games, Personal Planner, Life, Entertainment",Formulas,Zachary Yu,3 templates,#34 in Entertainment,Last updated 41 weeks ago,2
https://app.notion.com/marketplace/templates/split-group-expenses,Split Group Expenses,$5.00,False,422,4.5,8 ratings,"Personal Productivity, Personal Finance, Friends & Family, Life",Formulas,madebydna,2 templates,,Last updated 45 weeks ago,6
https://app.notion.com/marketplace/templates/centro-de-h-bitos-sistema-de-registros-es,Habits Tracker - Set your Goals,$1.99,False,55K+,4.8,1K+ ratings,"Habit Tracking, Planning & Goals, Personal Productivity, School, Student Life, Life, Project Management","Charts, Layouts, Formulas, Workflows & Automations",Victor Abarca,7 templates,#1 in Habit Tracking,Last updated 45 weeks ago,2
https://app.notion.com/marketplace/templates/real-estate-agent-os,Real Estate Agent OS — All-in-one toolkit!,$49.00,False,61,5.0,32 ratings,"Real Estate, Property Management, Business Finance, Work, Freelance",Formulas,Murad,64 templates,,Last updated 2 weeks ago,14
https://app.notion.com/marketplace/templates/second-brain-business,Second Brain Business,$79.00,False,1.7K+,4.7,37 ratings,"Personal Productivity, Notes & Knowledge, Freelance, Life, Work","Layouts, Workflows & Automations",Brainblocs,9 templates,,Last updated 33 weeks ago,12
https://app.notion.com/marketplace/templates/ielts-vocabulary,IELTS Vocabulary,Free,True,2.6K+,5.0,40 ratings,"Back to school, School Applications, Learning, School, Life, Hobbies",,Khanh-Xuan,1 template,#10 in Back to school,Last updated 50 weeks ago,8
https://app.notion.com/marketplace/templates/real-estate-crm-n4b,Real Estate CRM,Free,True,581,5.0,12 ratings,"CRM, Real Estate, Business Model Canvas, Work, Sales, Freelance, Operations",Charts,Nation4Business,640 templates,#22 in CRM,Last updated 31 weeks ago,2
https://app.notion.com/marketplace/templates/moneymap-personal-finance-tracker,MoneyMap - Personal Finance Tracker,$5.00,False,824,4.9,10 ratings,"Personal Finance, Budgets, Life, School, Student Life","Charts, Layouts, Formulas",Hive,8 templates,#33 in Budgets,Last updated 27 weeks ago,8
https://app.notion.com/marketplace/templates/couples-tracker-for-dates-important-days,Couples’ Tracker for Dates & Important Days,Free,True,944,5.0,16 ratings,"Dating & Relationships, Life",Layouts,Rho's Flow,3 templates,#16 in Dating & Relationships,Last updated 46 weeks ago,10
https://app.notion.com/marketplace/templates/teach-yourself-anything,DIY Online Course – Self-Paced Study Planner,$5.00,False,467,5.0,12 ratings,"Study Planner, Student Dashboards, Course Site, School, Work, Website Building, Teaching",Layouts,Sarah Rae Draws,6 templates,,Last updated 5 weeks ago,2
https://app.notion.com/marketplace/templates/my-recipe-book-digital-recipe-organizer,My Recipe Book + Recipes,$3.99,False,25K+,4.9,300+ ratings,"Health & Fitness, Meal Prep, Recipes, Life, Food & Nutrition",Layouts,avery's kitchen studio,3 templates,#2 in Meal Prep,Last updated 13 weeks ago,2
https://app.notion.com/marketplace/templates/itgirlcontentcalendar,Aesthetic Content Creator Calendar,$2.99,False,2.3K+,4.9,61 ratings,"Social Media, Social Media Planner, Content Calendar, Work, Marketing, Project Management, Roadmaps & Calendars, Design",Formulas,The Online Edit | Nicole,6 templates,,Last updated 31 weeks ago,6
https://app.notion.com/marketplace/templates/all-in-one-mom-and-family-life-planner,All in One Mom and Family Life Planner,$21.00,False,59,5.0,3 ratings,"Friends & Family, Personal Planner, Personal Productivity, Life",Formulas,Creative Koala,81 templates,,Last updated 13 weeks ago,12
https://app.notion.com/marketplace/templates/simple-finance-tracker-by-lifecanvas,Simple Finance Tracker,Free,True,17K+,4.9,200+ ratings,"Expense Tracker, Personal Finance, Budgets, Life, Work, Business Finance, School, Student Life","Charts, Layouts, Formulas",Lifecanvas,23 templates,#1 in Expense Tracker,Last updated 15 weeks ago,2
https://app.notion.com/marketplace/templates/clean-girl-dashboard,CLEAN GIRL DASHBOARD,$1.99,False,1.2K+,4.9,29 ratings,"Journaling, Personal Planner, Health & Fitness, Life, Personal Productivity",,AMA's design,1 template,,Last updated 14 weeks ago,2
https://app.notion.com/marketplace/templates/book-planning,Book Writing & Planning,$4.99,False,4K+,4.8,100+ ratings,"Writing, Project Plans, Books, Life, Hobbies, Docs, Entertainment","Layouts, Formulas",Noemí Seoane,1 template,#39 in Writing,Last updated 21 weeks ago,6
https://app.notion.com/marketplace/templates/real-estate-crm-os-properties-leads-tenants-manager,"Real Estate CRM | Properties, Leads Manager",Free,True,436,5.0,13 ratings,"Real Estate, Property Management, Sales, Work, Freelance",,heyismail,312 templates,#11 in Sales,Last updated 17 weeks ago,2
https://app.notion.com/marketplace/templates/content-planning-kanban,Content Planning Kanban,Free,True,8.6K+,4.9,100+ ratings,"Content Calendar, Startup, Kanban, Work, Marketing, Design, Project Management, Roadmaps & Calendars, Engineering, Issue Tracking","Charts, Layouts",mrpugo,226 templates,#6 in Kanban,Last updated 38 weeks ago,6
https://app.notion.com/marketplace/templates/homework-task-manager,Task List,$0.99,False,11K+,4.9,300+ ratings,"Personal Productivity, Kanban, Life, Work, Engineering, Project Management, Issue Tracking",,Notch,2 templates,,Last updated 22 weeks ago,12
